"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"Eddy CurryJakob Poeltl","2011-02-22","Jakob Poeltl","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl), and in exhchange give Eddy Curry to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Jakob PoeltlQuincy Miller","2011-02-22","Jakob Poeltl","Quincy Miller","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl), and in exhchange give 2012 second round pick (#38-Quincy Miller) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Jakob PoeltlRomero Osby","2011-02-22","Jakob Poeltl","Romero Osby","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl), and in exhchange give 2013 second round pick (#51-Romero Osby) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Dario SaricJakob Poeltl","2011-02-22","Jakob Poeltl","Dario Saric","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl), and in exhchange give 2014 first round pick (#12-Dario Saric) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Jakob PoeltlJamal Murray","2011-02-22","Jakob Poeltl","Jamal Murray","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl), and in exhchange give Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"cashJakob Poeltl","2011-02-22","Jakob Poeltl","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl), and in exhchange give $3M cash to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Richaun HolmesWilson Chandler","2011-02-22","Wilson Chandler","Richaun Holmes","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for Wilson Chandler, and in exhchange give 2015 second round pick (#37-Richaun Holmes) to them.",TRUE,FALSE,"Nuggets, Knicks, Timberwolves"
"Raymond FeltonRichaun Holmes","2011-02-22","Raymond Felton","Richaun Holmes","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for Raymond Felton, and in exhchange give 2015 second round pick (#37-Richaun Holmes) to them.",TRUE,FALSE,"Nuggets, Knicks, Timberwolves"
"Danilo GallinariRichaun Holmes","2011-02-22","Danilo Gallinari","Richaun Holmes","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for Danilo Gallinari, and in exhchange give 2015 second round pick (#37-Richaun Holmes) to them.",TRUE,FALSE,"Nuggets, Knicks, Timberwolves"
"Kosta KoufosRichaun Holmes","2011-02-22","Kosta Koufos","Richaun Holmes","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for Kosta Koufos, and in exhchange give 2015 second round pick (#37-Richaun Holmes) to them.",TRUE,FALSE,"Nuggets, Knicks, Timberwolves"
"Richaun HolmesTimofey Mozgov","2011-02-22","Timofey Mozgov","Richaun Holmes","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for Timofey Mozgov, and in exhchange give 2015 second round pick (#37-Richaun Holmes) to them.",TRUE,FALSE,"Nuggets, Knicks, Timberwolves"
"Quincy MillerRichaun Holmes","2011-02-22","Quincy Miller","Richaun Holmes","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for 2012 second round pick (from Knicks) (#38-Quincy Miller), and in exhchange give 2015 second round pick (#37-Richaun Holmes) to them.",TRUE,FALSE,"Nuggets, Knicks, Timberwolves"
"Richaun HolmesRomero Osby","2011-02-22","Romero Osby","Richaun Holmes","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for 2013 second round pick (from Knicks) (#51-Romero Osby), and in exhchange give 2015 second round pick (#37-Richaun Holmes) to them.",TRUE,FALSE,"Nuggets, Knicks, Timberwolves"
"Dario SaricRichaun Holmes","2011-02-22","Dario Saric","Richaun Holmes","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for 2014 first round pick (from Knicks) (#12-Dario Saric), and in exhchange give 2015 second round pick (#37-Richaun Holmes) to them.",TRUE,FALSE,"Nuggets, Knicks, Timberwolves"
"Jamal MurrayRichaun Holmes","2011-02-22","Jamal Murray","Richaun Holmes","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray), and in exhchange give 2015 second round pick (#37-Richaun Holmes) to them.",TRUE,FALSE,"Nuggets, Knicks, Timberwolves"
"cashRichaun Holmes","2011-02-22","cash","Richaun Holmes","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for $3M cash, and in exhchange give 2015 second round pick (#37-Richaun Holmes) to them.",TRUE,FALSE,"Nuggets, Knicks, Timberwolves"
"Anthony RandolphCorey Brewer","2011-02-22","Anthony Randolph","Corey Brewer","Timberwolves","3-team trade with Knicks, Nuggets","On 2011-02-22, Timberwolves make 3-team trade with Knicks, Nuggets for Anthony Randolph, and in exhchange give Corey Brewer to them.",FALSE,FALSE,"Timberwolves, Knicks, Nuggets"
"Anthony RandolphKosta Koufos","2011-02-22","Anthony Randolph","Kosta Koufos","Timberwolves","3-team trade with Knicks, Nuggets","On 2011-02-22, Timberwolves make 3-team trade with Knicks, Nuggets for Anthony Randolph, and in exhchange give Kosta Koufos to them.",FALSE,FALSE,"Timberwolves, Knicks, Nuggets"
"Eddy CurryKosta Koufos","2011-02-22","Eddy Curry","Kosta Koufos","Timberwolves","3-team trade with Knicks, Nuggets","On 2011-02-22, Timberwolves make 3-team trade with Knicks, Nuggets for Eddy Curry, and in exhchange give Kosta Koufos to them.",FALSE,FALSE,"Timberwolves, Knicks, Nuggets"
"Corey BrewerRichaun Holmes","2011-02-22","Richaun Holmes","Corey Brewer","Timberwolves","3-team trade with Knicks, Nuggets","On 2011-02-22, Timberwolves make 3-team trade with Knicks, Nuggets for 2015 second round pick (from Nuggets) (#37-Richaun Holmes), and in exhchange give Corey Brewer to them.",TRUE,FALSE,"Timberwolves, Knicks, Nuggets"
"cashKosta Koufos","2011-02-22","cash","Kosta Koufos","Timberwolves","3-team trade with Knicks, Nuggets","On 2011-02-22, Timberwolves make 3-team trade with Knicks, Nuggets for $3M cash (from Knicks), and in exhchange give Kosta Koufos to them.",FALSE,FALSE,"Timberwolves, Knicks, Nuggets"
"Kirk HinrichMike Bibby","2011-02-23","Kirk Hinrich","Mike Bibby","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Kirk Hinrich, and in exhchange give Mike Bibby to them.",FALSE,FALSE,"Hawks, Wizards"
"Jordan CrawfordKirk Hinrich","2011-02-23","Kirk Hinrich","Jordan Crawford","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Kirk Hinrich, and in exhchange give Jordan Crawford to them.",FALSE,FALSE,"Hawks, Wizards"
"Kirk HinrichMaurice Evans","2011-02-23","Kirk Hinrich","Maurice Evans","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Kirk Hinrich, and in exhchange give Maurice Evans to them.",FALSE,FALSE,"Hawks, Wizards"
"Chris SingletonKirk Hinrich","2011-02-23","Kirk Hinrich","Chris Singleton","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Kirk Hinrich, and in exhchange give 2011 first round pick (#18-Chris Singleton) to them.",TRUE,FALSE,"Hawks, Wizards"
"Hilton ArmstrongMike Bibby","2011-02-23","Hilton Armstrong","Mike Bibby","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Hilton Armstrong, and in exhchange give Mike Bibby to them.",FALSE,FALSE,"Hawks, Wizards"
"Hilton ArmstrongJordan Crawford","2011-02-23","Hilton Armstrong","Jordan Crawford","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Hilton Armstrong, and in exhchange give Jordan Crawford to them.",FALSE,FALSE,"Hawks, Wizards"
"Hilton ArmstrongMaurice Evans","2011-02-23","Hilton Armstrong","Maurice Evans","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Hilton Armstrong, and in exhchange give Maurice Evans to them.",FALSE,FALSE,"Hawks, Wizards"
"Chris SingletonHilton Armstrong","2011-02-23","Hilton Armstrong","Chris Singleton","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Hilton Armstrong, and in exhchange give 2011 first round pick (#18-Chris Singleton) to them.",TRUE,FALSE,"Hawks, Wizards"
"Carl LandryMarcus Thornton (T.)","2011-02-23","Carl Landry","Marcus Thornton (T.)","Hornets","trade with Kings","On 2011-02-23, Hornets make trade with Kings for Carl Landry, and in exhchange give Marcus Thornton (T.) to them.",FALSE,FALSE,"Hornets, Kings"
"Carl Landrycash","2011-02-23","Carl Landry","cash","Hornets","trade with Kings","On 2011-02-23, Hornets make trade with Kings for Carl Landry, and in exhchange give cash considerations to them.",FALSE,FALSE,"Hornets, Kings"
"Deron WilliamsDevin Harris","2011-02-23","Devin Harris","Deron Williams","Jazz","trade with Nets","On 2011-02-23, Jazz make trade with Nets for Devin Harris, and in exhchange give Deron Williams to them.",FALSE,FALSE,"Jazz, Nets"
"Deron WilliamsDerrick Favors","2011-02-23","Derrick Favors","Deron Williams","Jazz","trade with Nets","On 2011-02-23, Jazz make trade with Nets for Derrick Favors, and in exhchange give Deron Williams to them.",FALSE,FALSE,"Jazz, Nets"
"Deron WilliamsEnes Kanter","2011-02-23","Enes Kanter","Deron Williams","Jazz","trade with Nets","On 2011-02-23, Jazz make trade with Nets for 2011 first round pick (#3-Enes Kanter), and in exhchange give Deron Williams to them.",TRUE,FALSE,"Jazz, Nets"
"Deron WilliamsGorgui Dieng","2011-02-23","Gorgui Dieng","Deron Williams","Jazz","trade with Nets","On 2011-02-23, Jazz make trade with Nets for first round pick (protected top 7 in 2012-13, top 6 in 2014, else 2014 second round pick, 2016 second round pick) (2013 #21-Gorgui Dieng), and in exhchange give Deron Williams to them.",TRUE,FALSE,"Jazz, Nets"
"cashDeron Williams","2011-02-23","cash","Deron Williams","Jazz","trade with Nets","On 2011-02-23, Jazz make trade with Nets for cash considerations, and in exhchange give Deron Williams to them.",FALSE,FALSE,"Jazz, Nets"
"Brandan WrightTroy Murphy","2011-02-23","Brandan Wright","Troy Murphy","Nets","trade with Warriors","On 2011-02-23, Nets make trade with Warriors for Brandan Wright, and in exhchange give Troy Murphy to them.",FALSE,FALSE,"Nets, Warriors"
"Brandan WrightDraymond Green","2011-02-23","Brandan Wright","Draymond Green","Nets","trade with Warriors","On 2011-02-23, Nets make trade with Warriors for Brandan Wright, and in exhchange give 2012 second round pick (#35-Draymond Green) to them.",TRUE,FALSE,"Nets, Warriors"
"Dan GadzuricTroy Murphy","2011-02-23","Dan Gadzuric","Troy Murphy","Nets","trade with Warriors","On 2011-02-23, Nets make trade with Warriors for Dan Gadzuric, and in exhchange give Troy Murphy to them.",FALSE,FALSE,"Nets, Warriors"
"Dan GadzuricDraymond Green","2011-02-23","Dan Gadzuric","Draymond Green","Nets","trade with Warriors","On 2011-02-23, Nets make trade with Warriors for Dan Gadzuric, and in exhchange give 2012 second round pick (#35-Draymond Green) to them.",TRUE,FALSE,"Nets, Warriors"
"Dante CunninghamGerald Wallace","2011-02-24","Gerald Wallace","Dante Cunningham","Blazers","trade with Bobcats","On 2011-02-24, Blazers make trade with Bobcats for Gerald Wallace, and in exhchange give Dante Cunningham to them.",FALSE,FALSE,"Blazers, Bobcats"
"Gerald WallaceJoel Przybilla","2011-02-24","Gerald Wallace","Joel Przybilla","Blazers","trade with Bobcats","On 2011-02-24, Blazers make trade with Bobcats for Gerald Wallace, and in exhchange give Joel Przybilla to them.",FALSE,FALSE,"Blazers, Bobcats"
"Gerald WallaceSean Marks","2011-02-24","Gerald Wallace","Sean Marks","Blazers","trade with Bobcats","On 2011-02-24, Blazers make trade with Bobcats for Gerald Wallace, and in exhchange give Sean Marks to them.",FALSE,FALSE,"Blazers, Bobcats"
"Gerald WallaceTobias Harris","2011-02-24","Gerald Wallace","Tobias Harris","Blazers","trade with Bobcats","On 2011-02-24, Blazers make trade with Bobcats for Gerald Wallace, and in exhchange give first round pick (protected top 7 in 2011, top 8 in 2012-14, else 2015 and 2016 second round picks) (2011 #19-Tobias Harris) to them.",TRUE,FALSE,"Blazers, Bobcats"
"Gerald WallaceShabazz Napier","2011-02-24","Gerald Wallace","Shabazz Napier","Blazers","trade with Bobcats","On 2011-02-24, Blazers make trade with Bobcats for Gerald Wallace, and in exhchange give first round pick (protected top 12 in 2013-15, unprotected in 2016) (2014 #24-Shabazz Napier) to them.",TRUE,FALSE,"Blazers, Bobcats"
"cashGerald Wallace","2011-02-24","Gerald Wallace","cash","Blazers","trade with Bobcats","On 2011-02-24, Blazers make trade with Bobcats for Gerald Wallace, and in exhchange give cash considerations to them.",FALSE,FALSE,"Blazers, Bobcats"
"D.J. WhiteNazr Mohammed","2011-02-24","D.J. White","Nazr Mohammed","Bobcats","trade with Thunder","On 2011-02-24, Bobcats make trade with Thunder for D.J. White, and in exhchange give Nazr Mohammed to them.",FALSE,FALSE,"Bobcats, Thunder"
"Morris PetersonNazr Mohammed","2011-02-24","Morris Peterson","Nazr Mohammed","Bobcats","trade with Thunder","On 2011-02-24, Bobcats make trade with Thunder for Morris Peterson, and in exhchange give Nazr Mohammed to them.",FALSE,FALSE,"Bobcats, Thunder"
"free agencyLeon Powe","2011-02-24","free agency","Leon Powe","Cavaliers","waived","On 2011-02-24, Leon Powe becomes a free agent from Cavaliers",FALSE,FALSE,"Cavaliers"
"Baron DavisMaurice Williams / Mo Williams","2011-02-24","Baron Davis","Maurice Williams / Mo Williams","Cavaliers","trade with Clippers","On 2011-02-24, Cavaliers make trade with Clippers for Baron Davis, and in exhchange give Maurice Williams / Mo Williams to them.",FALSE,FALSE,"Cavaliers, Clippers"
"Baron DavisJamario Moon","2011-02-24","Baron Davis","Jamario Moon","Cavaliers","trade with Clippers","On 2011-02-24, Cavaliers make trade with Clippers for Baron Davis, and in exhchange give Jamario Moon to them.",FALSE,FALSE,"Cavaliers, Clippers"
"Kyrie IrvingMaurice Williams / Mo Williams","2011-02-24","Kyrie Irving","Maurice Williams / Mo Williams","Cavaliers","trade with Clippers","On 2011-02-24, Cavaliers make trade with Clippers for 2011 first round pick (#1-Kyrie Irving), and in exhchange give Maurice Williams / Mo Williams to them.",TRUE,FALSE,"Cavaliers, Clippers"
"Jamario MoonKyrie Irving","2011-02-24","Kyrie Irving","Jamario Moon","Cavaliers","trade with Clippers","On 2011-02-24, Cavaliers make trade with Clippers for 2011 first round pick (#1-Kyrie Irving), and in exhchange give Jamario Moon to them.",TRUE,FALSE,"Cavaliers, Clippers"
"Jeff WitheyLuke Harangody","2011-02-24","Luke Harangody","Jeff Withey","Cavaliers","trade with Celtics","On 2011-02-24, Cavaliers make trade with Celtics for Luke Harangody, and in exhchange give 2013 second round pick (#39-Jeff Withey) to them.",TRUE,FALSE,"Cavaliers, Celtics"
"Jeff WitheySemih Erden","2011-02-24","Semih Erden","Jeff Withey","Cavaliers","trade with Celtics","On 2011-02-24, Cavaliers make trade with Celtics for Semih Erden, and in exhchange give 2013 second round pick (#39-Jeff Withey) to them.",TRUE,FALSE,"Cavaliers, Celtics"
"Jeff GreenKendrick Perkins","2011-02-24","Jeff Green","Kendrick Perkins","Celtics","trade with Thunder","On 2011-02-24, Celtics make trade with Thunder for Jeff Green, and in exhchange give Kendrick Perkins to them.",FALSE,FALSE,"Celtics, Thunder"
"Jeff GreenNate Robinson","2011-02-24","Jeff Green","Nate Robinson","Celtics","trade with Thunder","On 2011-02-24, Celtics make trade with Thunder for Jeff Green, and in exhchange give Nate Robinson to them.",FALSE,FALSE,"Celtics, Thunder"
