"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"Earl ClarkVince Carter","2010-12-18","Earl Clark","Vince Carter","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Earl Clark, and in exhchange give Vince Carter to them.",FALSE,FALSE,"Magic, Suns, Wizards"
"Earl ClarkMickael Pietrus","2010-12-18","Earl Clark","Mickael Pietrus","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Earl Clark, and in exhchange give Mickael Pietrus to them.",FALSE,FALSE,"Magic, Suns, Wizards"
"Earl ClarkMarcin Gortat","2010-12-18","Earl Clark","Marcin Gortat","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Earl Clark, and in exhchange give Marcin Gortat to them.",FALSE,FALSE,"Magic, Suns, Wizards"
"Earl ClarkNikola Mirotic","2010-12-18","Earl Clark","Nikola Mirotic","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Earl Clark, and in exhchange give 2011 first round pick (#23-Nikola Mirotic) to them.",TRUE,FALSE,"Magic, Suns, Wizards"
"cashEarl Clark","2010-12-18","Earl Clark","cash","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Earl Clark, and in exhchange give cash to them.",FALSE,FALSE,"Magic, Suns, Wizards"
"free agencyJawad Williams","2010-12-27","free agency","Jawad Williams","Cavaliers","waived","On 2010-12-27, Jawad Williams becomes a free agent from Cavaliers",FALSE,FALSE,"Cavaliers"
"Aleksandar Pavlovic / Sasha Pavlovicfree agency","2011-01-10","Aleksandar Pavlovic / Sasha Pavlovic","free agency","Mavericks","signed free agent to a 10-day contract","On 2011-01-10, Aleksandar Pavlovic / Sasha Pavlovic is signed free agent to a 10-day contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyLarry Owens","2011-01-16","Larry Owens","free agency","Spurs","signed free agent to a 10-day contract","On 2011-01-16, Larry Owens is signed free agent to a 10-day contract by Spurs",FALSE,FALSE,"Spurs"
"free agencyPredrag Stojakovic / Peja Stojakovic","2011-01-20","free agency","Predrag Stojakovic / Peja Stojakovic","Raptors","waived (reached contract buyout agreement)","On 2011-01-20, Predrag Stojakovic / Peja Stojakovic becomes a free agent from Raptors",FALSE,FALSE,"Raptors"
"Alexis Ajinca / Alex AjincaGiorgos Printezis","2011-01-24","Giorgos Printezis","Alexis Ajinca / Alex Ajinca","Mavericks","trade with Raptors","On 2011-01-24, Mavericks make trade with Raptors for rights to Giorgos Printezis, and in exhchange give Alexis Ajinca / Alex Ajinca to them.",FALSE,TRUE,"Mavericks, Raptors"
"Giorgos PrintezisJamaal Franklin","2011-01-24","Giorgos Printezis","Jamaal Franklin","Mavericks","trade with Raptors","On 2011-01-24, Mavericks make trade with Raptors for rights to Giorgos Printezis, and in exhchange give 2013 second round pick (#41-Jamaal Franklin) to them.",TRUE,TRUE,"Mavericks, Raptors"
"cashGiorgos Printezis","2011-01-24","Giorgos Printezis","cash","Mavericks","trade with Raptors","On 2011-01-24, Mavericks make trade with Raptors for rights to Giorgos Printezis, and in exhchange give cash to them.",FALSE,TRUE,"Mavericks, Raptors"
"free agencyJason Williams","2011-01-26","free agency","Jason Williams","Magic","waived","On 2011-01-26, Jason Williams becomes a free agent from Magic",FALSE,FALSE,"Magic"
"free agencyOrien Greene","2011-01-31","Orien Greene","free agency","Nets","signed free agent to a 10-day contract","On 2011-01-31, Orien Greene is signed free agent to a 10-day contract by Nets",FALSE,FALSE,"Nets"
"James JohnsonNorris Cole (a)","2011-02-22","Norris Cole (a)","James Johnson","Bulls","trade with Raptors","On 2011-02-22, Bulls make trade with Raptors for 2011 first round pick (lottery protected in 2011, else cash) (#28-Norris Cole (a)), and in exhchange give James Johnson to them.",TRUE,FALSE,"Bulls, Raptors"
"Carmelo AnthonyWilson Chandler","2011-02-22","Carmelo Anthony","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Wilson Chandler to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Carmelo AnthonyRaymond Felton","2011-02-22","Carmelo Anthony","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Raymond Felton to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Carmelo AnthonyDanilo Gallinari","2011-02-22","Carmelo Anthony","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Danilo Gallinari to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Carmelo AnthonyKosta Koufos","2011-02-22","Carmelo Anthony","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Kosta Koufos to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Carmelo AnthonyTimofey Mozgov","2011-02-22","Carmelo Anthony","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Timofey Mozgov to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Carmelo AnthonyEddy Curry","2011-02-22","Carmelo Anthony","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Eddy Curry to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Carmelo AnthonyQuincy Miller","2011-02-22","Carmelo Anthony","Quincy Miller","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give 2012 second round pick (#38-Quincy Miller) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Carmelo AnthonyRomero Osby","2011-02-22","Carmelo Anthony","Romero Osby","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give 2013 second round pick (#51-Romero Osby) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Carmelo AnthonyDario Saric","2011-02-22","Carmelo Anthony","Dario Saric","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give 2014 first round pick (#12-Dario Saric) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Carmelo AnthonyJamal Murray","2011-02-22","Carmelo Anthony","Jamal Murray","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Carmelo Anthonycash","2011-02-22","Carmelo Anthony","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give $3M cash to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Chauncey BillupsWilson Chandler","2011-02-22","Chauncey Billups","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Wilson Chandler to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Chauncey BillupsRaymond Felton","2011-02-22","Chauncey Billups","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Raymond Felton to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Chauncey BillupsDanilo Gallinari","2011-02-22","Chauncey Billups","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Danilo Gallinari to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Chauncey BillupsKosta Koufos","2011-02-22","Chauncey Billups","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Kosta Koufos to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Chauncey BillupsTimofey Mozgov","2011-02-22","Chauncey Billups","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Timofey Mozgov to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Chauncey BillupsEddy Curry","2011-02-22","Chauncey Billups","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Eddy Curry to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Chauncey BillupsQuincy Miller","2011-02-22","Chauncey Billups","Quincy Miller","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give 2012 second round pick (#38-Quincy Miller) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Chauncey BillupsRomero Osby","2011-02-22","Chauncey Billups","Romero Osby","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give 2013 second round pick (#51-Romero Osby) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Chauncey BillupsDario Saric","2011-02-22","Chauncey Billups","Dario Saric","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give 2014 first round pick (#12-Dario Saric) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Chauncey BillupsJamal Murray","2011-02-22","Chauncey Billups","Jamal Murray","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"cashChauncey Billups","2011-02-22","Chauncey Billups","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give $3M cash to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Renaldo BalkmanWilson Chandler","2011-02-22","Renaldo Balkman","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Wilson Chandler to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Raymond FeltonRenaldo Balkman","2011-02-22","Renaldo Balkman","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Raymond Felton to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Danilo GallinariRenaldo Balkman","2011-02-22","Renaldo Balkman","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Danilo Gallinari to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Kosta KoufosRenaldo Balkman","2011-02-22","Renaldo Balkman","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Kosta Koufos to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Renaldo BalkmanTimofey Mozgov","2011-02-22","Renaldo Balkman","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Timofey Mozgov to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Eddy CurryRenaldo Balkman","2011-02-22","Renaldo Balkman","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Eddy Curry to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Quincy MillerRenaldo Balkman","2011-02-22","Renaldo Balkman","Quincy Miller","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give 2012 second round pick (#38-Quincy Miller) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Renaldo BalkmanRomero Osby","2011-02-22","Renaldo Balkman","Romero Osby","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give 2013 second round pick (#51-Romero Osby) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Dario SaricRenaldo Balkman","2011-02-22","Renaldo Balkman","Dario Saric","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give 2014 first round pick (#12-Dario Saric) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Jamal MurrayRenaldo Balkman","2011-02-22","Renaldo Balkman","Jamal Murray","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"cashRenaldo Balkman","2011-02-22","Renaldo Balkman","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give $3M cash to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Anthony CarterWilson Chandler","2011-02-22","Anthony Carter","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Wilson Chandler to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Anthony CarterRaymond Felton","2011-02-22","Anthony Carter","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Raymond Felton to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Anthony CarterDanilo Gallinari","2011-02-22","Anthony Carter","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Danilo Gallinari to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Anthony CarterKosta Koufos","2011-02-22","Anthony Carter","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Kosta Koufos to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Anthony CarterTimofey Mozgov","2011-02-22","Anthony Carter","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Timofey Mozgov to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Anthony CarterEddy Curry","2011-02-22","Anthony Carter","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Eddy Curry to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Anthony CarterQuincy Miller","2011-02-22","Anthony Carter","Quincy Miller","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give 2012 second round pick (#38-Quincy Miller) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Anthony CarterRomero Osby","2011-02-22","Anthony Carter","Romero Osby","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give 2013 second round pick (#51-Romero Osby) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Anthony CarterDario Saric","2011-02-22","Anthony Carter","Dario Saric","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give 2014 first round pick (#12-Dario Saric) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Anthony CarterJamal Murray","2011-02-22","Anthony Carter","Jamal Murray","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Anthony Cartercash","2011-02-22","Anthony Carter","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give $3M cash to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Shelden WilliamsWilson Chandler","2011-02-22","Shelden Williams","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Wilson Chandler to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Raymond FeltonShelden Williams","2011-02-22","Shelden Williams","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Raymond Felton to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Danilo GallinariShelden Williams","2011-02-22","Shelden Williams","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Danilo Gallinari to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Kosta KoufosShelden Williams","2011-02-22","Shelden Williams","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Kosta Koufos to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Shelden WilliamsTimofey Mozgov","2011-02-22","Shelden Williams","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Timofey Mozgov to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Eddy CurryShelden Williams","2011-02-22","Shelden Williams","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Eddy Curry to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Quincy MillerShelden Williams","2011-02-22","Shelden Williams","Quincy Miller","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give 2012 second round pick (#38-Quincy Miller) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Romero OsbyShelden Williams","2011-02-22","Shelden Williams","Romero Osby","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give 2013 second round pick (#51-Romero Osby) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Dario SaricShelden Williams","2011-02-22","Shelden Williams","Dario Saric","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give 2014 first round pick (#12-Dario Saric) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Jamal MurrayShelden Williams","2011-02-22","Shelden Williams","Jamal Murray","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"cashShelden Williams","2011-02-22","Shelden Williams","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give $3M cash to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Corey BrewerWilson Chandler","2011-02-22","Corey Brewer","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Wilson Chandler to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Corey BrewerRaymond Felton","2011-02-22","Corey Brewer","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Raymond Felton to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Corey BrewerDanilo Gallinari","2011-02-22","Corey Brewer","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Danilo Gallinari to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Corey BrewerKosta Koufos","2011-02-22","Corey Brewer","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Kosta Koufos to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Corey BrewerTimofey Mozgov","2011-02-22","Corey Brewer","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Timofey Mozgov to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Corey BrewerEddy Curry","2011-02-22","Corey Brewer","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Eddy Curry to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Corey BrewerQuincy Miller","2011-02-22","Corey Brewer","Quincy Miller","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give 2012 second round pick (#38-Quincy Miller) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Corey BrewerRomero Osby","2011-02-22","Corey Brewer","Romero Osby","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give 2013 second round pick (#51-Romero Osby) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Corey BrewerDario Saric","2011-02-22","Corey Brewer","Dario Saric","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give 2014 first round pick (#12-Dario Saric) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Corey BrewerJamal Murray","2011-02-22","Corey Brewer","Jamal Murray","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray) to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"cashCorey Brewer","2011-02-22","Corey Brewer","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give $3M cash to them.",FALSE,FALSE,"Knicks, Nuggets, Timberwolves"
"Jakob PoeltlWilson Chandler","2011-02-22","Jakob Poeltl","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl), and in exhchange give Wilson Chandler to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Jakob PoeltlRaymond Felton","2011-02-22","Jakob Poeltl","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl), and in exhchange give Raymond Felton to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Danilo GallinariJakob Poeltl","2011-02-22","Jakob Poeltl","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl), and in exhchange give Danilo Gallinari to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Jakob PoeltlKosta Koufos","2011-02-22","Jakob Poeltl","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl), and in exhchange give Kosta Koufos to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
"Jakob PoeltlTimofey Mozgov","2011-02-22","Jakob Poeltl","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl), and in exhchange give Timofey Mozgov to them.",TRUE,FALSE,"Knicks, Nuggets, Timberwolves"
