"Date","Team","Acquired","Relinquished","Notes","page_url"
"2012-07-11","Magic","• Ryan Anderson","","re-signed restricted free agent to a 4-year, $36M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Mavericks","• Ian Mahinmi","","re-signed unrestricted free agent to a 4-year, $16M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Nets","• DeShawn Stevenson","","re-signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Rockets","• Marcus Camby","","re-signed unrestricted free agent to a 3-year, $13M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Suns","• Steve Nash","","re-signed unrestricted free agent to a 3-year, $27-28M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Clippers","• Clippers option to swap 2016 second round picks (if Clippers pick is #31-55) (#33-Cheick Diallo)","• Reggie Evans• Clippers option to swap 2016 second round picks (if pick is #31-55) (#55-Marcus Paige)","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Hawks","• Anthony Morrow• Jordan Farmar• Jordan Williams• DeShawn Stevenson• Johan Petro• first round pick (protected top 14 in 2012-16, else 2017 second round pick, cash) (2013 #18-Shane Larkin)• Hawks option to swap 2014 first round picks (not exercised)• Hawks option to swap 2015 first round picks (#15-Kelly Oubre Jr.)• 2017 second round pick (#31-Frank Jackson)","• Joe Johnson• Hawks option to swap 2014 first round picks (not exercised)• Hawks option to swap 2015 first round picks (#29-Chris McCullough)","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Hornets","• Ryan Anderson","• Gustavo Ayon","trade with Magic","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Knicks","• Marcus Camby","• Toney Douglas• Jerome Jordan• Josh Harrellson• 2014 second round pick (#42-Nick Johnson)• 2015 second round pick (#32-Montrezl Harrell)","trade with Rockets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-11","Lakers","• Steve Nash","• 2013 first round pick (least favorable of Cavaliers, Heat, Kings (top 13 protected), Lakers (top 14 protected) picks) (#30-Nemanja Nedovic)• 2013 second round pick (protected top 40 in 2013, unprotected in 2014) (#57-Alex Oriakhi)• 2014 second round pick (#36-Johnny O'Bryant III)• first round pick (protected top 5 in 2015, top 3 in 2016-17, unprotected in 2018) (2018 #10-Mikal Bridges)• $3M cash","trade with Suns","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-11","Magic","• Gustavo Ayon","• Ryan Anderson","trade with Hornets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-11","Mavericks","• Darren Collison• Dahntay Jones","• Ian Mahinmi","trade with Pacers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-11","Nets","• Joe Johnson• Hawks option to swap 2014 first round picks (not exercised)• Hawks option to swap 2015 first round picks (#29-Chris McCullough)","• Anthony Morrow• Jordan Farmar• Jordan Williams• DeShawn Stevenson• Johan Petro• first round pick (protected top 14 in 2012-16, else 2017 second round pick, cash) (2013 #18-Shane Larkin)• Hawks option to swap 2014 first round picks (not exercised)• Hawks option to swap 2015 first round picks (#15-Kelly Oubre Jr.)• 2017 second round pick (#31-Frank Jackson)","trade with Hawks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-11","Nets","• Reggie Evans• Clippers option to swap 2016 second round picks (if pick is #31-55) (#55-Marcus Paige)","• Clippers option to swap 2016 second round picks (if Clippers pick is #31-55) (#33-Cheick Diallo)","trade with Clippers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-11","Pacers","• Ian Mahinmi","• Darren Collison• Dahntay Jones","trade with Mavericks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-11","Rockets","• Toney Douglas• Jerome Jordan• Josh Harrellson• 2014 second round pick (#42-Nick Johnson)• 2015 second round pick (#32-Montrezl Harrell)","• Marcus Camby","trade with Knicks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-11","Suns","• 2013 first round pick (least favorable of Cavaliers, Heat, Kings (top 13 protected), Lakers (top 14 protected) picks) (#30-Nemanja Nedovic)• 2013 second round pick (protected top 40 in 2013, unprotected in 2014) (#57-Alex Oriakhi)• 2014 second round pick (#36-Johnny O'Bryant III)• first round pick (protected top 5 in 2015, top 3 in 2016-17, unprotected in 2018) (2018 #10-Mikal Bridges)• $3M cash","• Steve Nash","trade with Lakers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-11","Cavaliers","","• Semih Erden","signed with Anadolu Efes of Turkey (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-12","76ers","• Kwame Brown","","signed unrestricted free agent to a 2-year, $6M contract (second year is player option) (date 07-20 per NBA E R)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-12","76ers","• Spencer Hawes","","re-signed unrestricted free agent to a 2-year, $13M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-12","Blazers","• Joel Freeland","","signed 2006 first round pick to a 2-year, $2.1M contract with a 2-year, $3.3M team option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-12","Bobcats","","• Derek Anderson","team renounced free agent exception rights","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
"2012-07-12","Bobcats","• Ramon Sessions","","signed unrestricted free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-02&PlayerMovementChkBx=yes&Submit=Search&start=2975"
