"","Date","Team","Acquired","Relinquished","Notes"
"355","2010-06-24","Mavericks","• rights to Dominique Jones","• $3M cash","trade with Grizzlies"
"356","2010-06-24","Nets","• rights to Damion James","• rights to Jordan Crawford• rights to Tibur Pleiss","3-team trade with Hawks, Thunder"
"357","2010-06-24","Raptors","• rights to Solomon Alabi","• 2013 second round pick (protected top 40 in 2013) (#41-Jamaal Franklin)• cash considerations","trade with Mavericks"
"358","2010-06-24","Thunder","• first round pick (protected top 10 in 2012-15, unprotected in 2016) (2012 #22-Fab Melo)","• rights to Eric Bledsoe","trade with Clippers"
"359","2010-06-24","Thunder","• rights to Latavious Williams","• second round pick (protected top 40 in 2011, top 40 in 2012, unprotected in 2013) (2011 #54-Milan Macvan)","trade with Heat"
"360","2010-06-24","Thunder","• rights to Tibur Pleiss","• cash considerations","3-team trade with Hawks, Nets"
"361","2010-06-24","Timberwolves","• Martell Webster","• Ryan Gomes• rights to Luke Babbitt","trade with Blazers"
"362","2010-06-24","Timberwolves","• rights to Lazar Hayward• rights to Nemanja Bjelica","• rights to Trevor Booker• rights to Hamady Ndiaye / Hamady N'Diaye","trade with Wizards"
"363","2010-06-24","Wizards","• rights to Trevor Booker• rights to Hamady Ndiaye / Hamady N'Diaye","• rights to Lazar Hayward• rights to Nemanja Bjelica","trade with Timberwolves"
"364","2010-06-29","Nets","• Quinton Ross","• Yi Jianlian / Jianlian Yi• $3M cash","trade with Wizards"
"365","2010-06-29","Wizards","• Yi Jianlian / Jianlian Yi• $3M cash","• Quinton Ross","trade with Nets"
"366","2010-07-08","Bucks","• cash considerations","• rights to Jerome Jordan","trade with Knicks"
"367","2010-07-08","Bulls","• rights to Vladimir Veremeenko• trade exception","• Kirk Hinrich• rights to Kevin Seraphin• cash considerations","trade with Wizards"
"368","2010-07-08","Knicks","• rights to Jerome Jordan","• cash considerations","trade with Bucks"
"369","2010-07-08","Wizards","• Kirk Hinrich• rights to Kevin Seraphin• cash considerations","• rights to Vladimir Veremeenko• trade exception","trade with Bulls"
"370","2010-07-08","Hornets","• rights to Craig Brackins• rights to Quincy Pondexter","• Morris Peterson• rights to Cole Aldrich","trade with Thunder"
"371","2010-07-08","Thunder","• Morris Peterson• rights to Cole Aldrich","• rights to Craig Brackins• rights to Quincy Pondexter","trade with Hornets"
"372","2010-07-08","Bulls","• 2011 second round pick (#44-Charles Jenkins)","• Hakim Warrick","trade with Suns"
"373","2010-07-08","Bulls","• Carlos Boozer• 2011 second round pick (protected) (#43-Malcolm Lee / Malcom Lee)","• ~$13M traded player exception","trade with Jazz"
"374","2010-07-08","Jazz","• ~$13M traded player exception","• Carlos Boozer• 2011 second round pick (protected) (#43-Malcolm Lee / Malcom Lee)","trade with Bulls"
"375","2010-07-08","Knicks","• Amare Stoudemire / Amar'e Stoudemire","• 2012 second round pick (protected top 55) (not exercised)• $16.5M trade exception","trade with Suns"
"376","2010-07-08","Suns","• 2012 second round pick (protected top 55) (not exercised)• $16.5M trade exception","• Amare Stoudemire / Amar'e Stoudemire","trade with Knicks"
"377","2010-07-08","Suns","• Hakim Warrick","• 2011 second round pick (#44-Charles Jenkins)","trade with Bulls"
"378","2010-07-09","Cavaliers","• second round pick (protected top 40 in 2011-12, unprotected in 2013) (2011 #54-Milan Macvan)• Cavaliers option to swap 2012 first round picks (not exercised)• 2012 second round pick (#34-Jae Crowder)• first round pick (protected top 10 in 2013-14, unprotected in 2015) (2013 #30-Nemanja Nedovic)• first round pick (2 years following the year in which Heat satisfies its obligation to convey a future first round draft pick to Cavaliers, protected top 10 in 2015-16, unprotected in 2017) (2016 #24-Timothe Luwawu / Timothe Luwawu-Cabarrot)• $14.5M trade exception","• LeBron James• Cavaliers option to swap 2012 first round picks (not exercised)","trade with Heat"
"379","2010-07-09","Heat","• LeBron James• Cavaliers option to swap 2012 first round picks (not exercised)","• second round pick (protected top 40 in 2011-12, unprotected in 2013) (2011 #54-Milan Macvan)• Cavaliers option to swap 2012 first round picks (not exercised)• 2012 second round pick (#34-Jae Crowder)• first round pick (protected top 10 in 2013-14, unprotected in 2015) (2013 #30-Nemanja Nedovic)• first round pick (2 years following the year in which Heat satisfies its obligation to convey a future first round draft pick to Cavaliers, protected top 10 in 2015-16, unprotected in 2017) (2016 #24-Timothe Luwawu / Timothe Luwawu-Cabarrot)• $14.5M trade exception","trade with Cavaliers"
"380","2010-07-09","Knicks","• Kelenna Azubuike• Anthony Randolph• Ronny Turiaf• 2012 second round pick (#38-Quincy Miller)• 2013 second round pick (#51-Romero Osby)","• David Lee","trade with Warriors"
"381","2010-07-09","Warriors","• David Lee","• Kelenna Azubuike• Anthony Randolph• Ronny Turiaf• 2012 second round pick (#38-Quincy Miller)• 2013 second round pick (#51-Romero Osby)","trade with Knicks"
"382","2010-07-10","Heat","• Chris Bosh","• first round pick (originally lottery protected 2010-15, protection effectively removed when pick traded back to Raptors) (#5-Jonas Valanciunas)• 2011 first round pick (lottery protected in 2011, else cash) (#28 Norris Cole (a))• $14.5M trade exception","trade with Raptors"
"383","2010-07-10","Raptors","• first round pick (originally lottery protected 2010-15, protection effectively removed when pick traded back to Raptors) (#5-Jonas Valanciunas)• 2011 first round pick (lottery protected in 2011, else cash) (#28 Norris Cole (a))• $14.5M trade exception","• Chris Bosh","trade with Heat"
"384","2010-07-12","Heat","• 2011 second round pick (#31-Bojan Bogdanovic)• 2014 second round pick (#44-Markel Brown)• cash considerations","• Michael Beasley","trade with Timberwolves"
"385","2010-07-12","Timberwolves","• Michael Beasley","• 2011 second round pick (#31-Bojan Bogdanovic)• 2014 second round pick (#44-Markel Brown)• cash considerations","trade with Heat"
"386","2010-07-12","Hawks","• 2012 second round pick (#43-Mike Scott)• ~$3.6M trade exception","• Josh Childress","trade with Suns"
"387","2010-07-12","Suns","• Josh Childress","• 2012 second round pick (#43-Mike Scott)• ~$3.6M trade exception","trade with Hawks"
"388","2010-07-13","Bobcats","• Erick Dampier• Matt Carroll• Eduardo Najera• cash considerations","• Tyson Chandler• Alexis Ajinca / Alex Ajinca","trade with Mavericks"
"389","2010-07-13","Jazz","• Al Jefferson","• Kosta Koufos• first round pick (protected top 14 in 2011, top 12 in 2012, top 10 in 2013, top 9 in 2014-15, cash thereafter) (2011 #20-Donatas Motiejunas)• 2011 first round pick (protected top 16 in 2011, top 14 in 2012, top 12 in 2013)-- also if Jazz own 2014 first round is not within the top 9 picks then Timberwolves will have the option to swap their own 2014 first round pick with Jazz own 2014 first round pick-- also if Timberwolves do not receive a first round pick by the 2013 draft and also do not swap 2014 first round picks with Jazz then Timberwolves will receive Jazz own 2014 second round pick) (2012 #18-Terrence Jones)","trade with Timberwolves"
"390","2010-07-13","Mavericks","• Tyson Chandler• Alexis Ajinca / Alex Ajinca","• Erick Dampier• Matt Carroll• Eduardo Najera• cash considerations","trade with Bobcats"
"391","2010-07-13","Timberwolves","• Kosta Koufos• first round pick (protected top 14 in 2011, top 12 in 2012, top 10 in 2013, top 9 in 2014-15, cash thereafter) (2011 #20-Donatas Motiejunas)• 2011 first round pick (protected top 16 in 2011, top 14 in 2012, top 12 in 2013)-- also if Jazz own 2014 first round is not within the top 9 picks then Timberwolves will have the option to swap their own 2014 first round pick with Jazz own 2014 first round pick-- also if Timberwolves do not receive a first round pick by the 2013 draft and also do not swap 2014 first round picks with Jazz then Timberwolves will receive Jazz own 2014 second round pick) (2012 #18-Terrence Jones)","• Al Jefferson","trade with Jazz"
"392","2010-07-13","Nets","• Anthony Morrow","• 2011 second round pick (top 55 protected) (not exercised)","trade with Warriors"
"393","2010-07-13","Warriors","• 2011 second round pick (top 55 protected) (not exercised)","• Anthony Morrow","trade with Nets"
"394","2010-07-14","Raptors","• Leandro Barbosa• Dwayne Jones","• Hidayet Turkoglu / Hedo Turkoglu","trade with Suns"
"395","2010-07-14","Suns","• Hidayet Turkoglu / Hedo Turkoglu","• Leandro Barbosa• Dwayne Jones","trade with Raptors"
"396","2010-07-19","Bucks","• Jon Brockman","• Darnell Jackson• 2011 second round pick (Bucks choice of Bucks or Bulls pick) (#60-Isaiah Thomas)","trade with Kings"
"397","2010-07-19","Kings","• Darnell Jackson• 2011 second round pick (Bucks choice of Bucks or Bulls pick) (#60-Isaiah Thomas)","• Jon Brockman","trade with Bucks"
"398","2010-07-22","Bulls","• C.J. Watson","• 2011 second round pick (less favorable of Jazz, Suns picks) (#44-Charles Jenkins)• traded player exception","trade with Warriors"
"399","2010-07-22","Warriors","• 2011 second round pick (less favorable of Jazz, Suns picks) (#44-Charles Jenkins)• traded player exception","• C.J. Watson","trade with Bulls"
"400","2010-07-26","Cavaliers","• Ramon Sessions• Ryan Hollins• 2013 second round pick (#39-Jeff Withey)","• Delonte West• Sebastian Telfair","trade with Timberwolves"
"401","2010-07-26","Timberwolves","• Delonte West• Sebastian Telfair","• Ramon Sessions• Ryan Hollins• 2013 second round pick (#39-Jeff Withey)","trade with Cavaliers"
"402","2010-07-28","Raptors","• David Andersen• $1M cash","• 2015 second round pick (protected top 50 and #56-60, else extinguished) (not exercised)","trade with Rockets"
"403","2010-07-28","Rockets","• 2015 second round pick (protected top 50 and #56-60, else extinguished) (not exercised)","• David Andersen• $1M cash","trade with Raptors"
"404","2010-08-11","Hornets","• Marco Belinelli","• Julian Wright","trade with Raptors"
"405","2010-08-11","Hornets","• Trevor Ariza","• Darren Collison• James Posey","4-team trade with Nets, Pacers, Rockets"
"406","2010-08-11","Nets","• Troy Murphy","• Courtney Lee","4-team trade with Hornets, Pacers, Rockets"
"407","2010-08-11","Pacers","• Darren Collison• James Posey","• Troy Murphy","4-team trade with Hornets, Nets, Rockets"
"408","2010-08-11","Raptors","• Julian Wright","• Marco Belinelli","trade with Hornets"
"409","2010-08-11","Rockets","• Courtney Lee","• Trevor Ariza","4-team trade with Hornets, Nets, Pacers"
"410","2010-09-23","76ers","• Craig Brackins• Darius Songaila• 2011 second round pick (#50-Lavoy Allen)","• Willie Green• Jason Smith• 2011 second round pick (#45-Josh Harrellson)","trade with Hornets"
"411","2010-09-23","Hornets","• Willie Green• Jason Smith• 2011 second round pick (#45-Josh Harrellson)","• Craig Brackins• Darius Songaila• 2011 second round pick (#50-Lavoy Allen)","trade with 76ers"
"412","2010-10-18","Hornets","• Curtis Jerrells","• 2014 second round pick (top 55 protected in 2014, else extinguished) (#58-Jordan McRae)","trade with Spurs"
"413","2010-10-18","Spurs","• 2014 second round pick (top 55 protected in 2014, else extinguished) (#58-Jordan McRae)","• Curtis Jerrells","trade with Hornets"
"414","2010-10-23","Blazers","• first round pick (protected top 7 in 2011, top 8 in 2012-14, else 2015 second round pick, 2016 second round pick) (2011 #19-Tobias Harris)","• Jerryd Bayless","trade with Hornets"
"415","2010-10-23","Hornets","• Jerryd Bayless","• first round pick (protected top 7 in 2011, top 8 in 2012-14, else 2015 second round pick, 2016 second round pick) (2011 #19-Tobias Harris)","trade with Blazers"
"416","2010-11-20","Hornets","• David Andersen• Marcus Banks• Jarrett Jack","• Jerryd Bayless• Predrag Stojakovic / Peja Stojakovic","trade with Raptors"
"417","2010-11-20","Raptors","• Jerryd Bayless• Predrag Stojakovic / Peja Stojakovic","• David Andersen• Marcus Banks• Jarrett Jack","trade with Hornets"
"418","2010-12-15","Kings","• Jermaine Taylor• cash","• 2011 second round pick (protected top 55 in 2011) (not exercised)","trade with Rockets"
"419","2010-12-15","Rockets","• 2011 second round pick (protected top 55 in 2011) (not exercised)","• Jermaine Taylor• cash","trade with Kings"
"420","2010-12-15","Lakers","• Joe Smith• rights to Sergei Lishouk / Sergei Lishchuk• 2011 second round pick (from Nets) (#41-Darius Morris)• 2012 second round pick or cash (from Nets) (Lakers option) (#60-Robert Sacre)","• Sasha Vujacic• first round pick (protected top 18 in 2011-16, unprotected in 2017) (2011 #27-JaJuan Johnson)","3-team trade with Nets, Rockets"
"421","2010-12-15","Nets","• Sasha Vujacic• first round pick (from Lakers, protected top 18 in 2011-16, unprotected in 2017) (2011 #27-JaJuan Johnson)• first round pick (from Rockets, protected top 14 in 2012-16, else 2017 second round pick, cash) (2013 #18-Shane Larkin)","• Joe Smith• Terrence Williams• 2011 second round pick (#41-Darius Morris)• 2012 second round pick or cash (Lakers option) (#60-Robert Sacre)","3-team trade with Lakers, Rockets"
"422","2010-12-15","Rockets","• Terrence Williams","• rights to Sergei Lishouk / Sergei Lishchuk• first round pick (protected top 14 in 2012-16, else 2017 second round pick, cash) (2013 #18-Shane Larkin)","3-team trade with Lakers, Nets"
"423","2010-12-18","Magic","• Gilbert Arenas• Jason Richardson• Hidayet Turkoglu / Hedo Turkoglu• Earl Clark","• Rashard Lewis• Vince Carter• Mickael Pietrus• Marcin Gortat• 2011 first round pick (#23-Nikola Mirotic)• cash","3-team trade with Suns, Wizards"
"424","2010-12-18","Suns","• Vince Carter• Mickael Pietrus• Marcin Gortat• 2011 first round pick (from Magic) (#23-Nikola Mirotic)• cash","• Jason Richardson• Hidayet Turkoglu / Hedo Turkoglu• Earl Clark","3-team trade with Magic, Wizards"
"425","2010-12-18","Wizards","• Rashard Lewis","• Gilbert Arenas","3-team trade with Magic, Suns"
"426","2011-01-24","Mavericks","• rights to Giorgos Printezis","• Alexis Ajinca / Alex Ajinca• 2013 second round pick (#41-Jamaal Franklin)• cash","trade with Raptors"
"427","2011-01-24","Raptors","• Alexis Ajinca / Alex Ajinca• 2013 second round pick (#41-Jamaal Franklin)• cash","• rights to Giorgos Printezis","trade with Mavericks"
"428","2011-02-22","Bulls","• 2011 first round pick (lottery protected in 2011, else cash) (#28-Norris Cole (a))","• James Johnson","trade with Raptors"
"429","2011-02-22","Raptors","• James Johnson","• 2011 first round pick (lottery protected in 2011, else cash) (#28-Norris Cole (a))","trade with Bulls"
"430","2011-02-22","Knicks","• Carmelo Anthony• Chauncey Billups• Renaldo Balkman• Anthony Carter• Shelden Williams• Corey Brewer• Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl)","• Wilson Chandler• Raymond Felton• Danilo Gallinari• Kosta Koufos• Timofey Mozgov• Eddy Curry• 2012 second round pick (#38-Quincy Miller)• 2013 second round pick (#51-Romero Osby)• 2014 first round pick (#12-Dario Saric)• Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray)• $3M cash","3-team trade with trade with Nuggets, Timberwolves"
"431","2011-02-22","Nuggets","• Wilson Chandler• Raymond Felton• Danilo Gallinari• Kosta Koufos• Timofey Mozgov• 2012 second round pick (from Knicks) (#38-Quincy Miller)• 2013 second round pick (from Knicks) (#51-Romero Osby)• 2014 first round pick (from Knicks) (#12-Dario Saric)• Nuggets option to swap 2016 first round picks with Knicks (#7-Jamal Murray)• $3M cash","• Carmelo Anthony• Chauncey Billups• Anthony Carter• Renaldo Balkman• Shelden Williams• 2015 second round pick (#37-Richaun Holmes)• Nuggets option to swap 2016 first round picks with Knicks (#9-Jakob Poeltl)","3-team trade with Knicks, Timberwolves"
"432","2011-02-22","Timberwolves","• Anthony Randolph• Eddy Curry• 2015 second round pick (from Nuggets) (#37-Richaun Holmes)• $3M cash (from Knicks)","• Corey Brewer• Kosta Koufos","3-team trade with Knicks, Nuggets"
"433","2011-02-23","Hawks","• Kirk Hinrich• Hilton Armstrong","• Mike Bibby• Jordan Crawford• Maurice Evans• 2011 first round pick (#18-Chris Singleton)","trade with Wizards"
"434","2011-02-23","Hornets","• Carl Landry","• Marcus Thornton (T.)• cash considerations","trade with Kings"
"435","2011-02-23","Jazz","• Devin Harris• Derrick Favors• 2011 first round pick (#3-Enes Kanter)• first round pick (protected top 7 in 2012-13, top 6 in 2014, else 2014 second round pick, 2016 second round pick) (2013 #21-Gorgui Dieng)• cash considerations","• Deron Williams","trade with Nets"
"436","2011-02-23","Kings","• Marcus Thornton (T.)• cash considerations","• Carl Landry","trade with Hornets"
"437","2011-02-23","Nets","• Brandan Wright• Dan Gadzuric","• Troy Murphy• 2012 second round pick (#35-Draymond Green)","trade with Warriors"
"438","2011-02-23","Nets","• Deron Williams","• Devin Harris• Derrick Favors• 2011 first round pick (#3-Enes Kanter)• first round pick (protected top 7 in 2012-13, top 6 in 2014, else 2014 second round pick, 2016 second round pick) (2013 #21-Gorgui Dieng)• cash considerations","trade with Jazz"
"439","2011-02-23","Warriors","• Troy Murphy• 2012 second round pick (#35-Draymond Green)","• Brandan Wright• Dan Gadzuric","trade with Nets"
"440","2011-02-23","Wizards","• Mike Bibby• Jordan Crawford• Maurice Evans• 2011 first round pick (#18-Chris Singleton)","• Kirk Hinrich• Hilton Armstrong","trade with Hawks"
"441","2011-02-24","Blazers","• Gerald Wallace","• Dante Cunningham• Joel Przybilla• Sean Marks• first round pick (protected top 7 in 2011, top 8 in 2012-14, else 2015 and 2016 second round picks) (2011 #19-Tobias Harris)• first round pick (protected top 12 in 2013-15, unprotected in 2016) (2014 #24-Shabazz Napier)• cash considerations","trade with Bobcats"
"442","2011-02-24","Bobcats","• D.J. White• Morris Peterson","• Nazr Mohammed","trade with Thunder"
"443","2011-02-24","Bobcats","• Dante Cunningham• Joel Przybilla• Sean Marks• first round pick (protected top 7 in 2011, top 8 in 2012-14, else 2015 and 2016 second round picks) (2011 #19-Tobias Harris)• first round pick (protected top 12 in 2013-15, unprotected in 2016) (2014 #24-Shabazz Napier)• cash considerations","• Gerald Wallace","trade with Blazers"
"444","2011-02-24","Cavaliers","• Baron Davis• 2011 first round pick (#1-Kyrie Irving)","• Maurice Williams / Mo Williams• Jamario Moon","trade with Clippers"
"445","2011-02-24","Cavaliers","• Luke Harangody• Semih Erden","• 2013 second round pick (#39-Jeff Withey)","trade with Celtics"
"446","2011-02-24","Celtics","• 2013 second round pick (#39-Jeff Withey)","• Luke Harangody• Semih Erden","trade with Cavaliers"
"447","2011-02-24","Celtics","• 2017 second round pick (protected top 55) (not exercised)","• Marquis Daniels• cash considerations","trade with Kings"
"448","2011-02-24","Celtics","• Jeff Green• Nenad Krstic• 2012 first round pick (less favorable of Clippers and Timberwolves pick in 2012, protected top 10 in 2012-15, unprotected in 2016) (2012 #22-Fab Melo)","• Kendrick Perkins• Nate Robinson","trade with Thunder"
"449","2011-02-24","Clippers","• Maurice Williams / Mo Williams• Jamario Moon","• Baron Davis• 2011 first round pick (#1-Kyrie Irving)","trade with Cavaliers"
"450","2011-02-24","Grizzlies","• Shane Battier• Ishmael Smith / Ish Smith","• Hasheem Thabeet• DeMarre Carroll• 2013 first round pick (if Grizzlies send 2011 first round pick to Timberwolves as per earlier trade, else later year) (lottery protected in 2013-16, else 2016 second round pick, $3M cash) (2013 #26-Andre Roberson)","trade with Rockets"
"451","2011-02-24","Kings","• Marquis Daniels• cash considerations","• 2017 second round pick (protected top 55) (not exercised)","trade with Celtics"
"452","2011-02-24","Rockets","• Goran Dragic• 2011 first round pick (Suns pick if Suns make 2011 playoffs, else Magic pick) (#23-Nikola Mirotic)","• Aaron Brooks","trade with Suns"
"453","2011-02-24","Rockets","• Hasheem Thabeet• DeMarre Carroll• 2013 first round pick (if Grizzlies send 2011 first round pick to Timberwolves as per earlier trade, else later year) (lottery protected in 2013-16, else 2016 second round pick, $3M cash) (2013 #26-Andre Roberson)","• Shane Battier• Ishmael Smith / Ish Smith","trade with Grizzlies"
"454","2011-02-24","Suns","• Aaron Brooks","• Goran Dragic• 2011 first round pick (Suns pick if Suns make 2011 playoffs, else Magic pick) (#23-Nikola Mirotic)","trade with Rockets"
"455","2011-02-24","Thunder","• Kendrick Perkins• Nate Robinson","• Jeff Green• Nenad Krstic• 2012 first round pick (less favorable of Clippers and Timberwolves pick in 2012, protected top 10 in 2012-15, unprotected in 2016) (2012 #22-Fab Melo)","trade with Celtics"
"456","2011-02-24","Thunder","• Nazr Mohammed","• D.J. White• Morris Peterson","trade with Bobcats"
"457","2011-06-23","Lakers","• 2013 second round pick (protected top 40 in 2013, unprotected in 2014) (2013 #57-Alex Oriakhi)","• rights to Chukwudiebere Maduabum / Chu Chu Maduabum","trade with Nuggets"
"458","2011-06-23","Nuggets","• rights to Chukwudiebere Maduabum / Chu Chu Maduabum","• 2013 second round pick (protected top 40 in 2013, unprotected in 2014) (2013 #57-Alex Oriakhi)","trade with Lakers"
"459","2011-06-23","Blazers","• Raymond Felton• rights to Tanguy Ngombo","• Andre Miller• Rudy Fernandez• rights to Petteri Koponen• 2013 second round pick (protected top 40 in 2013, unprotected in 2014) (#56-Roy Devyn Marble / Roy Marble (Devyn))","3-team trade with Mavericks, Nuggets"
"460","2011-06-23","Bobcats","• cash considerations","• rights to Jeremy Tyler","trade with Warriors"
"461","2011-06-23","Bobcats","• Corey Maggette• rights to Bismack Biyombo","• Stephen Jackson• Shaun Livingston• rights to Tobias Harris","3-team trade with Bucks, Kings"
"462","2011-06-23","Bucks","• Stephen Jackson• Beno Udrih• Shaun Livingston• rights to Tobias Harris","• Corey Maggette• John Salmons• rights to Jimmer Fredette","3-team trade with Bobcats, Kings"
"463","2011-06-23","Cavaliers","• 2013 second round pick (#31-Allen Crabbe)• 2014 second round pick (#33-Joe Harris)","• rights to Justin Harper","trade with Magic"
"464","2011-06-23","Celtics","• rights to JaJuan Johnson• 2014 second round pick (#47-Russ Smith)","• rights to MarShon Brooks","trade with Nets"
"465","2011-06-23","Hornets","• cash","• rights to Josh Harrellson","trade with Knicks"
"466","2011-06-23","Kings","• John Salmons• rights to Jimmer Fredette","• Beno Udrih• rights to Bismack Biyombo","3-team trade with Bobcats, Bucks"
"467","2011-06-23","Knicks","• rights to Josh Harrellson","• cash","trade with Hornets"
"468","2011-06-23","Magic","• rights to Justin Harper","• 2013 second round pick (#31-Allen Crabbe)• 2014 second round pick (#33-Joe Harris)","trade with Cavalierse"
"469","2011-06-23","Mavericks","• Rudy Fernandez• rights to Petteri Koponen","• rights to Jordan Hamilton• rights to Tanguy Ngombo","3-team trade with Blazers, Nuggets"
"470","2011-06-23","Nets","• rights to MarShon Brooks","• rights to JaJuan Johnson• 2014 second round pick (#47-Russ Smith)","trade with Celtics"
"471","2011-06-23","Nuggets","• Andre Miller• rights to Jordan Hamilton• 2013 second round pick (from Blazers) (protected top 40 in 2013, unprotected in 2014) (#56-Roy Devyn Marble / Roy Marble (Devyn))","• Raymond Felton","3-team trade with Blazers, Mavericks"
"472","2011-06-23","Pacers","• George Hill","• rights to Erazem Lorbek• rights to Kawhi Leonard• rights to Davis Bertans","trade with Spurs"
"473","2011-06-23","Rockets","• Jonny Flynn• rights to Donatas Motiejunas• 2012 second round pick (if pick is #31-#55) (#40-Will Barton)","• Brad Miller• rights to Nikola Mirotic• rights to Chandler Parsons• 2013 first round pick (lottery protected in 2013-16, else 2016 second round pick) (2013 #26-Andre Roberson)","trade with Timberwolves"
"474","2011-06-23","Spurs","• rights to Erazem Lorbek• rights to Kawhi Leonard• rights to Davis Bertans","• George Hill","trade with Pacers"
"475","2011-06-23","Timberwolves","• Brad Miller• rights to Nikola Mirotic• rights to Chandler Parsons• 2013 first round pick (lottery protected in 2013-16, else 2016 second round pick) (2013 #26-Andre Roberson)","• Jonny Flynn• rights to Donatas Motiejunas• 2012 second round pick (if pick is #31-#55) (#40-Will Barton)","trade with Rockets"
"476","2011-06-23","Warriors","• rights to Jeremy Tyler","• cash considerations","trade with Bobcats"
"477","2011-06-23","Rockets","• rights to Chandler Parsons","• 2012 conditional second round pick (if pick is #31-40) (not exercised)• $1.5M cash","trade with Timberwolves"
"478","2011-06-23","Timberwolves","• 2012 conditional second round pick (if pick is #31-40) (not exercised)• $1.5M cash","• rights to Chandler Parsons","trade with Rockets"
"479","2011-06-23","Bulls","• rights to Nikola Mirotic","• rights to Norris Cole (a)• rights to Malcolm Lee / Malcom Lee• cash considerations","trade with Timberwolves"
"480","2011-06-23","Timberwolves","• rights to Norris Cole (a)• rights to Malcolm Lee / Malcom Lee• cash considerations","• rights to Nikola Mirotic","trade with Bulls"
"481","2011-06-24","Heat","• rights to Norris Cole (a)","• rights to Bojan Bogdanovic• 2014 second round pick (#44-Markel Brown)• cash","trade with Timberwolves"
"482","2011-06-24","Timberwolves","• rights to Bojan Bogdanovic• 2014 second round pick (#44-Markel Brown)• cash","• rights to Norris Cole (a)","trade with Heat"
"483","2011-06-24","Nets","• rights to Bojan Bogdanovic","• 2013 second round pick (#52-Lorenzo Brown)• cash","trade with Timberwolves"
"484","2011-06-24","Timberwolves","• 2013 second round pick (#52-Lorenzo Brown)• cash","• rights to Bojan Bogdanovic","trade with Nets"
"485","2011-06-27","Blazers","• 2015 second round pick (less favorable of Nuggets and Timberwolves) (#37-Richaun Holmes)","• rights to Tanguy Ngombo","trade with Timberwolves"
"486","2011-06-27","Timberwolves","• rights to Tanguy Ngombo","• 2015 second round pick (less favorable of Nuggets and Timberwolves) (#37-Richaun Holmes)","trade with Blazers"
"487","2011-06-30","Cavaliers","• Omri Casspi• first round pick (protected top 14 in 2012, top 13 in 2013, top 12 in 2014, top 10 in 2015-17, else 2017 second round pick (protected 56-60)) (2017 #38-Jordan Bell)","• J.J. Hickson","trade with Kings"
"488","2011-06-30","Kings","• J.J. Hickson","• Omri Casspi• first round pick (protected top 14 in 2012, top 13 in 2013, top 12 in 2014, top 10 in 2015-17, else 2017 second round pick (protected 56-60)) (2017 #38-Jordan Bell)","trade with Cavaliers"
"489","2011-12-09","Bucks","• rights to Albert Miralles","• Keyon Dooling• 2012 second round pick (protected top 44 in 2012) (not exercised)","trade with Celtics"
"490","2011-12-09","Celtics","• Keyon Dooling• 2012 second round pick (protected top 44 in 2012) (not exercised)","• rights to Albert Miralles","trade with Bucks"
"491","2011-12-10","Knicks","• Tyson Chandler• rights to Ahmad Nivins• rights to Giorgos Printezis","• Andy Rautins• Ronny Turiaf• 2013 second round pick (#54-Arsalan Kazemi)• $11M trade exception• cash","3-team trade with Mavericks, Wizards"
"492","2011-12-10","Mavericks","• Andy Rautins• 2012 second round pick (protected top 55 in 2012) (from Wizards) (not exercised)• $11M trade exception","• Tyson Chandler• rights to Ahmad Nivins• rights to Giorgos Printezis• 2012 second round pick (#46-Darius Miller)","3-team trade with Knicks, Wizards"
"493","2011-12-10","Wizards","• Ronny Turiaf• 2012 second round pick (from Mavericks) (#46-Darius Miller)• 2013 second round pick (from Knicks) (#54-Arsalan Kazemi)• cash","• 2012 second round pick (protected top 55 in 2012) (not exercised)","3-team trade with Knicks, Mavericks"
"494","2011-12-11","Lakers","• first round pick (protected top 20 in 2012-17, unprotected in 2018) (2014 #21-Mitch McGary)• Mavericks option to swap 2013 second round picks with Lakers (not exercised)• $8.9M trade exception","• Lamar Odom• 2012 second round pick (#55-Darius Johnson-Odom)• Mavericks option to swap 2013 second round picks with Lakers (not exercised)","trade with Mavericks"
"495","2011-12-11","Mavericks","• Lamar Odom• 2012 second round pick (#55-Darius Johnson-Odom)• Mavericks option to swap 2013 second round picks with Lakers (not exercised)","• first round pick (protected top 20 in 2012-17, unprotected in 2018) (2014 #21-Mitch McGary)• Mavericks option to swap 2013 second round picks with Lakers (not exercised)• $8.9M trade exception","trade with Lakers"
"496","2011-12-12","Celtics","• Brandon Bass","• Glen Davis• Von Wafer","trade with Magic"
"497","2011-12-12","Magic","• Glen Davis• Von Wafer","• Brandon Bass","trade with Celtics"
"498","2011-12-13","Mavericks","• 2016 second round pick (originally protected top 55 in 2016, but protection later removed as part of subsequent trade with Mavericks) (#45-Demetrius Jackson)","• Rudy Fernandez• Corey Brewer","trade with Nuggets"
"499","2011-12-13","Nuggets","• Rudy Fernandez• Corey Brewer","• 2016 second round pick (originally protected top 55 in 2016, but protection later removed as part of subsequent trade with Mavericks) (#45-Demetrius Jackson)","trade with Mavericks"
